"id","answer","polarity","subjectivity","sentiment"
224,"Good Benefits, decent salary, opportunity to advance. I don't have any cons to list.",0.4333333333,0.6333333333,"pos"
225,"Great Company to work for Honeywell does not invest in their office decoration, everything was old and outdated",0.1666666667,0.5277777778,"neu"
226,"Great atmosphere, decent pay. Flexible hours Everything is moving out of the country.",0.4833333333,0.7083333333,"pos"
227,"busy all the time and lots of metrics to report Lots of laid off and outsourcing of jobs",0.1,0.3,"neu"
228,"There has been a consistent decline in benefits and the work environment. Previously stability of the company would have been a positive but in recent years there have been many furloughs and Layoffs.",0.1621212121,0.3424242424,"neu"
229,"hard to advance a career, very top heavy, way too many managers and meetings, very little people to do the work. The resources that are available are in China or India. Doesn't hire engineers statesid",0.1357638889,0.5402777778,"neu"
230,"Projects at Clearwater Space are for space flight. Authoritarian management style, lack of clear direction in production, frequent furloughs and layoffs, and only a high deductible healthcare plan.",0.09,0.5558333333,"neu"
231,"Decent pay and vacation time No perks such as Christmas parties or retirement gifts etc",0.0833333333,0.5833333333,"neu"
232,"Advanced technology, innovative industry, successful business Overly traditional, Outdated work space",0.25,0.7866666667,"pos"
233,"Promise you things you will never see. Micro manage you to death",0,0,"neu"
234,"Benefits were not that great.Open space/ non designated desk office set up is really distractive and it could be really annoying when people don't respect others sitting in the area and take calls at",-0.3,0.55,"neg"
235,"Many great people who have been there for a while and are helpful Management style and culture have changed no longer a people focused company",0.65,0.625,"vpos"
236,"Not a lot of benefits. Medical insurance is below of what other companies in the areas are offering. Expectation to work above the 40hrs and make up for time spent on non work related activities (yiel",-0.045,0.195,"neu"
237,"Nice friendly people that helped make the onboarding process smooth and easy. HR very slow to respond",0.2836666667,0.6706666667,"pos"
238,"Effort by managers to keep employees happy and productive. Fair salary. Horrible benefits, lack of wage matching compensation, keeps managers hands tied, extensive chain of command,",0.125,0.8083333333,"neu"
239,"Great company with an extraordinary vision and products Aging upper management that don't want to rock the boat",0.3777777778,0.5833333333,"pos"
240,"Work/Life balance. Flexible work environment. Health benefits are limited. High premium and deductible.",0.0442857143,0.3414285714,"neu"
241,"A Good company to work for. Salary compensations for folks starting with smart startups is an issue.",0.3047619048,0.4476190476,"pos"
242,"Very top down. Head executives involved with low level decisions. Incentives don't match expectations. Leaders are value stock executives that don't know how to invest as a growth company.",0.1648148148,0.412962963,"neu"
243,"Honeywell values shareholders over employees. They are also in a constant state of reorganization which makes is difficult to feel like you are ever making forward progress.",-0.25,0.6666666667,"neg"
244,"Good work / life balanceDecent 401K Bad raises / promotionsHorrible Insurance",5.55111512312578E-17,0.6333333333,"neu"
245,"the people were very knowledgeable benefits were good at all",0.45,0.45,"pos"
246,"They are a modern technology company The benefits package gets worse every year",-0.1,0.45,"neu"
247,"engineers might like itget compensated ok Leadership not aligned with values and doesnt care about individual contributors. No Planning",0.25,0.45,"pos"
248,"Great opportunity for advancement and learning Not close to where I live but that's not their fault",0.4681818182,0.625,"pos"
249,"Fairly centralized with less responsibilities for regional leadership.",0.2666666667,0.4833333333,"pos"
250,"Good Salary and work life balance, depending on program you work on. Poor benefits and raises. Hard to get promoted. Endless processes and procedures that add no value.",-0.0291666667,0.6229166667,"neu"
251,"Don?t expect to be paid what you are worth. Honeywell is consistently going through organizational transformation and chews through its general management/leadership. Very little employee recognition",0.0890625,0.375,"neu"
252,"Management too hung up on meeting roll down goals to actually lead. Walk the Talk gentlemen!! Employees need actual motivation other than artificial goals created at review time to pat ones-self o",-0.1761111111,0.3727777778,"neu"
253,"High technology products and system applications restrictive policies limit growth opportunities for technical staff members",0.08,0.32,"neu"
254,"You are constantly challenged to excel which makes you better A High pressure work environment",0.22,0.4577777778,"pos"
255,"excellent balance work family and professional life so far so good, minor improvements specially on the transitions",0.3678571429,0.5785714286,"pos"
256,"They treat people like tools and numbers. You're always two levels removed from anyone who can make any decisions and they hide behind the rules they make up.",-0.4,0.7,"neg"
257,"Having the name Honeywell on your resume Actually working for Honeywell and having their super expensive and ridiculous health insurance.",-0.125,0.6166666667,"neu"
258,"Mobile is a terrible city to live. Corporate management live their lives for shareholders and stock market. Sold their souls to money. Put less qualified people in upper management that have no idea w",-0.148989899,0.3444444444,"neu"
259,"Treats employees as necessary evils and costs to be minimized. Annual erosion of benefits. Worst of all is the intellectual property agreement that you probably won't see until the day you actually st",-0.175,0.625,"neu"
260,"work hard and a lot of doors will open internal politics, very US centric",-0.0729166667,0.2929166667,"neu"
261,"Stable company, good long term projects. Can work on many areas working in a single project. Little older than cutting edge technologies.",0.0653911565,0.4925170068,"neu"
262,"Career prospects are limited. Aerospace is cyclical in general. Low growth and mature technology. Cost cutting is the name of the game to boost margins. Little investment is made in facilities and peo",-0.1584183673,0.406122449,"neu"
263,"Good Culture, great employees. Fair pay. It's a global corporation looking at the bottom line.",0.55,0.5625,"pos"
264,"Lots of benefits taken after union talk a few years back. Raises are terrible and new people being trained to train the older regular people. The new people are running the show and the quality is not",-0.1086580087,0.3456210456,"neu"
265,"Good work/life balance, great people to work with, nice office Need to improve benefit plans",0.7,0.7833333333,"vpos"
266,"They pay a decent wage. Benefits get worse every year. Management does not care about the employees. You must get the product out the door by any means possible (even when you ethically should not)",-0.0083333333,0.7166666667,"neu"
267,"Flex time is a great plus unrealistic expectations from management a lot of times",0.15,0.875,"neu"
268,"Wonderful experience. Got to learn to learn a lot. Great people around to work with. No Cons. Enjoyed the experience",0.7666666667,0.8166666667,"vpos"
